timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777969152616,885,HTTP Request,200,OK,Config 3: Exp12 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=518504778&user=-1355064518&config=3,885,0,2
1777969153070,643,HTTP Request,200,OK,Config 3: Exp12 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=518504778&user=-1355064518&config=3,643,0,1
1777969153526,634,HTTP Request,200,OK,Config 3: Exp12 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=518504778&user=-1355064518&config=3,634,0,0
1777969153982,663,HTTP Request,200,OK,Config 3: Exp12 1-4,text,true,,231,158,5,5,http://localhost:8079/?token=518504778&user=-1355064518&config=3,663,0,0
1777969154436,638,HTTP Request,200,OK,Config 3: Exp12 1-5,text,true,,231,158,6,6,http://localhost:8079/?token=518504778&user=-1355064518&config=3,638,0,1
1777969154891,695,HTTP Request,200,OK,Config 3: Exp12 1-6,text,true,,231,158,7,7,http://localhost:8079/?token=518504778&user=-1355064518&config=3,695,0,1
1777969155347,670,HTTP Request,200,OK,Config 3: Exp12 1-7,text,true,,231,158,8,8,http://localhost:8079/?token=518504778&user=-1355064518&config=3,670,0,0
1777969155616,576,HTTP Request,200,OK,Config 3: Exp12 1-1,text,true,,231,158,8,8,http://localhost:8079/?token=518504778&user=-1355064518&config=3,576,0,0
1777969155802,688,HTTP Request,200,OK,Config 3: Exp12 1-8,text,true,,231,158,9,9,http://localhost:8079/?token=518504778&user=-1355064518&config=3,688,0,0
1777969156072,583,HTTP Request,200,OK,Config 3: Exp12 1-2,text,true,,231,158,9,9,http://localhost:8079/?token=518504778&user=-1355064518&config=3,583,0,0
1777969156256,627,HTTP Request,200,OK,Config 3: Exp12 1-9,text,true,,231,158,10,10,http://localhost:8079/?token=518504778&user=-1355064518&config=3,627,0,0
1777969156527,581,HTTP Request,200,OK,Config 3: Exp12 1-3,text,true,,231,158,10,10,http://localhost:8079/?token=518504778&user=-1355064518&config=3,581,0,0
1777969156711,747,HTTP Request,200,OK,Config 3: Exp12 1-10,text,true,,231,158,11,11,http://localhost:8079/?token=518504778&user=-1355064518&config=3,747,0,1
1777969156981,581,HTTP Request,200,OK,Config 3: Exp12 1-4,text,true,,231,158,11,11,http://localhost:8079/?token=518504778&user=-1355064518&config=3,581,0,0
1777969157167,647,HTTP Request,200,OK,Config 3: Exp12 1-11,text,true,,231,158,12,12,http://localhost:8079/?token=518504778&user=-1355064518&config=3,647,0,1
1777969157435,596,HTTP Request,200,OK,Config 3: Exp12 1-5,text,true,,231,158,12,12,http://localhost:8079/?token=518504778&user=-1355064518&config=3,596,0,0
1777969157621,635,HTTP Request,200,OK,Config 3: Exp12 1-12,text,true,,231,158,13,13,http://localhost:8079/?token=518504778&user=-1355064518&config=3,635,0,0
1777969157891,686,HTTP Request,200,OK,Config 3: Exp12 1-6,text,true,,231,158,14,14,http://localhost:8079/?token=518504778&user=-1355064518&config=3,686,0,0
