timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777971520558,575,HTTP Request,200,OK,Tim 1-1,text,true,,231,158,14,14,http://localhost:8079/?token=518473098&user=-1355039501&config=3,575,0,1
1777971520600,540,HTTP Request,200,OK,Tim 1-2,text,true,,231,158,14,14,http://localhost:8079/?token=518473098&user=-1355039501&config=3,540,0,0
1777971520642,564,HTTP Request,200,OK,Tim 1-3,text,true,,231,158,16,16,http://localhost:8079/?token=518473098&user=-1355039501&config=3,564,0,0
1777971520685,550,HTTP Request,200,OK,Tim 1-4,text,true,,231,158,16,16,http://localhost:8079/?token=518473098&user=-1355039501&config=3,550,0,0
1777971520728,557,HTTP Request,200,OK,Tim 1-5,text,true,,231,158,17,17,http://localhost:8079/?token=518473098&user=-1355039501&config=3,557,0,0
1777971520771,538,HTTP Request,200,OK,Tim 1-6,text,true,,231,158,18,18,http://localhost:8079/?token=518473098&user=-1355039501&config=3,538,0,0
1777971520813,814,HTTP Request,200,OK,Tim 1-7,text,true,,231,158,25,25,http://localhost:8079/?token=518473098&user=-1355039501&config=3,814,0,0
1777971520943,719,HTTP Request,200,OK,Tim 1-10,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,719,0,1
1777971520857,805,HTTP Request,200,OK,Tim 1-8,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,805,0,0
1777971520900,762,HTTP Request,200,OK,Tim 1-9,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,762,0,0
1777971520985,678,HTTP Request,200,OK,Tim 1-11,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,678,0,1
1777971521073,590,HTTP Request,200,OK,Tim 1-13,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,590,0,0
1777971521029,634,HTTP Request,200,OK,Tim 1-12,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,634,0,0
1777971521116,547,HTTP Request,200,OK,Tim 1-14,text,true,,231,158,26,26,http://localhost:8079/?token=518473098&user=-1355039501&config=3,547,0,0
1777971521158,540,HTTP Request,200,OK,Tim 1-15,text,true,,231,158,27,27,http://localhost:8079/?token=518473098&user=-1355039501&config=3,540,0,1
1777971521245,650,HTTP Request,200,OK,Tim 1-17,text,true,,231,158,32,32,http://localhost:8079/?token=518473098&user=-1355039501&config=3,650,0,0
1777971521202,693,HTTP Request,200,OK,Tim 1-16,text,true,,231,158,32,32,http://localhost:8079/?token=518473098&user=-1355039501&config=3,693,0,0
1777971521287,621,HTTP Request,200,OK,Tim 1-18,text,true,,231,158,32,32,http://localhost:8079/?token=518473098&user=-1355039501&config=3,621,0,1
